transaction_id,amount,payment_method,failure_reason,bank,hour_of_day,day_of_week,is_weekend,prev_retry_attempts,customer_success_rate_history,retry_success
txn_006478,907.9,UPI,insufficient_funds,SBI,13,2,0,0,0.379,0
txn_006479,653.42,UPI,risk_flagged,ICICI,7,4,0,1,0.741,0
txn_006480,991.35,UPI,bank_server_down,IDFC,21,4,0,1,0.837,1
txn_006481,139.78,UPI,card_declined,Axis,19,3,0,2,0.879,0
txn_006482,1009.11,Netbanking,card_declined,ICICI,21,5,1,2,0.436,0
txn_006483,1916.87,Credit Card,bank_server_down,HDFC,22,0,0,1,0.759,1
txn_006484,7947.48,UPI,network_timeout,Axis,8,4,0,0,0.885,1
txn_006485,767.25,UPI,expired_card,HDFC,23,0,0,1,0.724,0
txn_006486,1316.14,UPI,insufficient_funds,Yes Bank,14,4,0,0,0.934,0
txn_006487,1529.06,Debit Card,bank_server_down,Yes Bank,15,0,0,0,0.461,1
txn_006488,1666.13,Netbanking,network_timeout,HDFC,15,4,0,0,0.552,1
txn_006489,1650.74,Credit Card,card_declined,SBI,18,0,0,0,0.802,1
txn_006490,104.27,Debit Card,network_timeout,SBI,10,5,1,0,0.599,1
txn_006491,3084.39,Credit Card,wrong_otp,Yes Bank,8,0,0,0,0.92,0
txn_006492,692.92,UPI,insufficient_funds,Axis,14,5,1,1,0.415,1
txn_006493,208.87,Credit Card,card_declined,ICICI,7,2,0,0,0.812,1
txn_006494,129.76,UPI,bank_server_down,IDFC,16,4,0,0,0.807,1
txn_006495,146.23,UPI,network_timeout,ICICI,8,6,1,0,0.537,1
txn_006496,568.19,UPI,insufficient_funds,Kotak,5,2,0,1,0.549,1
txn_006497,1482.31,UPI,wrong_otp,IDFC,2,4,0,0,0.66,1
txn_006498,497.18,Debit Card,bank_server_down,Kotak,20,1,0,0,0.813,1
txn_006499,597.27,UPI,card_declined,HDFC,20,1,0,0,0.788,1
txn_006500,570.94,Credit Card,insufficient_funds,ICICI,0,1,0,3,0.978,0
txn_006501,2899.61,UPI,insufficient_funds,IDFC,15,5,1,0,0.729,1
txn_006502,1093.8,Netbanking,expired_card,ICICI,10,1,0,0,0.83,0
txn_006503,950.53,UPI,wrong_otp,HDFC,23,0,0,0,0.432,0
txn_006504,1181.56,UPI,insufficient_funds,Kotak,16,3,0,1,0.575,1
txn_006505,568.1,Credit Card,card_declined,Axis,14,1,0,1,0.79,0
txn_006506,2154.11,UPI,wrong_otp,Kotak,8,2,0,0,0.671,0
txn_006507,48.91,Credit Card,bank_server_down,SBI,8,5,1,0,0.931,1
txn_006508,506.19,UPI,card_declined,Kotak,14,4,0,3,0.477,0
txn_006509,731.26,Credit Card,card_declined,IDFC,22,4,0,0,0.923,0
txn_006510,174.27,Debit Card,network_timeout,ICICI,17,3,0,1,0.795,1
txn_006511,310.44,UPI,bank_server_down,IDFC,1,1,0,0,0.869,0
txn_006512,729.25,Debit Card,network_timeout,Axis,17,0,0,1,0.605,1
txn_006513,4483.67,UPI,bank_server_down,ICICI,22,0,0,1,0.696,1
txn_006514,294.93,Credit Card,network_timeout,Axis,14,4,0,0,0.632,1
txn_006515,1083.17,Debit Card,bank_server_down,Yes Bank,18,2,0,2,0.891,1
txn_006516,761.64,UPI,bank_server_down,ICICI,11,5,1,0,0.403,0
txn_006517,82.42,UPI,insufficient_funds,Yes Bank,2,3,0,1,0.646,0
txn_006518,362.81,Credit Card,insufficient_funds,HDFC,6,6,1,0,0.721,0
txn_006519,2139.65,UPI,risk_flagged,ICICI,21,6,1,0,0.702,1
txn_006520,2631.57,UPI,bank_server_down,Yes Bank,18,4,0,0,0.505,1
txn_006521,282.26,Debit Card,insufficient_funds,HDFC,6,3,0,1,0.578,0
txn_006522,4530.0,Credit Card,insufficient_funds,Axis,0,3,0,1,0.929,1
txn_006523,2186.13,UPI,wrong_otp,SBI,13,6,1,0,0.593,0
txn_006524,2054.81,Netbanking,insufficient_funds,Yes Bank,11,6,1,1,0.899,0
txn_006525,866.32,UPI,network_timeout,IDFC,0,2,0,1,0.525,1
txn_006526,330.82,Debit Card,card_declined,IDFC,4,4,0,0,0.241,0
txn_006527,532.52,Debit Card,expired_card,Kotak,17,2,0,0,0.695,0
txn_006528,789.33,UPI,network_timeout,Axis,1,3,0,2,0.865,1
txn_006529,441.05,UPI,insufficient_funds,ICICI,3,0,0,0,0.743,0
txn_006530,650.22,UPI,bank_server_down,IDFC,8,0,0,0,0.413,1
txn_006531,765.07,Netbanking,expired_card,SBI,20,6,1,1,0.946,0
txn_006532,230.02,UPI,network_timeout,Kotak,19,0,0,0,0.868,1
txn_006533,449.91,Netbanking,insufficient_funds,SBI,20,5,1,0,0.699,0
txn_006534,745.72,UPI,bank_server_down,IDFC,3,4,0,0,0.639,1
txn_006535,1447.65,UPI,wrong_otp,IDFC,7,4,0,0,0.944,0
txn_006536,512.32,Credit Card,expired_card,Kotak,22,0,0,1,0.481,0
txn_006537,1481.77,UPI,insufficient_funds,Kotak,19,3,0,2,0.534,0
txn_006538,727.39,Netbanking,card_declined,IDFC,9,2,0,1,0.732,1
txn_006539,387.0,UPI,bank_server_down,Axis,2,5,1,0,0.88,1
txn_006540,2883.43,UPI,network_timeout,Yes Bank,0,2,0,0,0.555,1
txn_006541,1860.02,Netbanking,bank_server_down,Yes Bank,12,2,0,0,0.815,1
txn_006542,1553.87,Credit Card,card_declined,ICICI,21,0,0,0,0.906,0
txn_006543,594.75,Debit Card,network_timeout,Yes Bank,0,2,0,0,0.664,1
txn_006544,466.23,UPI,network_timeout,ICICI,10,2,0,0,0.773,1
txn_006545,1816.18,Netbanking,bank_server_down,Axis,20,0,0,0,0.805,0
txn_006546,1239.99,UPI,bank_server_down,ICICI,20,6,1,0,0.808,1
txn_006547,238.68,UPI,card_declined,SBI,8,3,0,1,0.901,0
txn_006548,3245.19,Credit Card,network_timeout,Axis,9,1,0,2,0.79,1
txn_006549,339.65,UPI,insufficient_funds,Kotak,12,3,0,1,0.588,0
txn_006550,554.01,Credit Card,card_declined,SBI,16,5,1,0,0.913,1
txn_006551,134.83,UPI,insufficient_funds,Axis,6,3,0,1,0.305,1
txn_006552,33.6,UPI,bank_server_down,HDFC,9,1,0,0,0.91,1
txn_006553,1190.17,UPI,network_timeout,Axis,22,4,0,1,0.808,1
txn_006554,767.24,Debit Card,risk_flagged,Kotak,3,1,0,0,0.535,0
txn_006555,443.22,UPI,bank_server_down,Kotak,19,6,1,0,0.321,1
txn_006556,1083.16,Wallet,network_timeout,Yes Bank,1,1,0,1,0.673,0
txn_006557,2721.07,Netbanking,wrong_otp,ICICI,4,5,1,2,0.713,0
txn_006558,546.51,Credit Card,network_timeout,Kotak,22,2,0,0,0.938,0
txn_006559,337.79,UPI,card_declined,IDFC,0,5,1,0,0.855,0
txn_006560,1184.59,UPI,insufficient_funds,IDFC,12,2,0,0,0.553,1
txn_006561,124.28,Debit Card,insufficient_funds,SBI,15,5,1,2,0.725,0
txn_006562,57.56,Credit Card,expired_card,SBI,23,4,0,0,0.879,1
txn_006563,224.14,Credit Card,card_declined,IDFC,21,0,0,0,0.488,0
txn_006564,1540.59,Credit Card,network_timeout,ICICI,15,2,0,3,0.745,1
txn_006565,411.2,UPI,insufficient_funds,SBI,16,1,0,1,0.786,0
txn_006566,346.34,Netbanking,bank_server_down,ICICI,9,6,1,0,0.816,0
txn_006567,213.59,UPI,card_declined,Axis,5,3,0,2,0.938,0
txn_006568,1163.62,UPI,risk_flagged,SBI,18,6,1,1,0.905,0
txn_006569,45.56,Credit Card,network_timeout,Kotak,11,4,0,0,0.257,1
txn_006570,476.2,Netbanking,insufficient_funds,Yes Bank,2,1,0,1,0.963,0
txn_006571,117.09,Netbanking,insufficient_funds,IDFC,23,5,1,2,0.786,0
txn_006572,248.64,Netbanking,card_declined,Yes Bank,4,5,1,1,0.422,1
txn_006573,1784.28,UPI,bank_server_down,Yes Bank,10,0,0,1,0.875,1
txn_006574,731.66,Netbanking,insufficient_funds,IDFC,18,6,1,0,0.893,1
txn_006575,696.63,Netbanking,risk_flagged,Kotak,20,6,1,0,0.72,0
txn_006576,1617.29,Credit Card,network_timeout,HDFC,11,3,0,0,0.554,1
txn_006577,3109.45,Netbanking,risk_flagged,Axis,2,1,0,1,0.587,0
txn_006578,1636.54,Netbanking,card_declined,SBI,22,0,0,1,0.923,0
txn_006579,457.38,UPI,insufficient_funds,Yes Bank,22,6,1,1,0.697,1
txn_006580,274.14,Wallet,network_timeout,Axis,3,2,0,1,0.645,1
txn_006581,1279.94,UPI,wrong_otp,Axis,7,6,1,2,0.864,0
txn_006582,792.65,UPI,insufficient_funds,ICICI,19,5,1,1,0.718,1
txn_006583,591.19,UPI,network_timeout,SBI,4,3,0,0,0.831,1
txn_006584,1044.85,UPI,network_timeout,Yes Bank,2,5,1,1,0.811,0
txn_006585,369.05,Debit Card,wrong_otp,Yes Bank,13,5,1,0,0.727,0
txn_006586,827.94,UPI,bank_server_down,ICICI,5,4,0,1,0.978,1
txn_006587,475.84,UPI,card_declined,Axis,13,3,0,0,0.895,0
txn_006588,1656.93,UPI,bank_server_down,ICICI,4,0,0,1,0.535,1
txn_006589,1686.6,UPI,wrong_otp,Axis,5,0,0,1,0.726,0
txn_006590,2296.09,Debit Card,card_declined,HDFC,19,2,0,0,0.766,0
txn_006591,271.69,Credit Card,insufficient_funds,Axis,15,6,1,1,0.794,0
txn_006592,703.19,UPI,wrong_otp,Kotak,1,4,0,0,0.713,1
txn_006593,314.72,Netbanking,insufficient_funds,HDFC,8,1,0,3,0.767,0
txn_006594,966.24,UPI,bank_server_down,Axis,21,2,0,0,0.876,1
txn_006595,1491.37,Netbanking,card_declined,HDFC,18,4,0,1,0.79,0
txn_006596,261.67,UPI,bank_server_down,IDFC,16,4,0,0,0.614,1
txn_006597,496.02,Debit Card,insufficient_funds,Axis,19,1,0,1,0.601,1
txn_006598,512.97,Debit Card,card_declined,Kotak,8,1,0,0,0.539,1
txn_006599,1032.89,Credit Card,card_declined,ICICI,23,5,1,3,0.841,0
txn_006600,1937.75,Credit Card,bank_server_down,HDFC,12,5,1,0,0.764,1
txn_006601,456.28,UPI,insufficient_funds,Kotak,3,4,0,0,0.901,0
txn_006602,381.03,Netbanking,bank_server_down,Axis,2,6,1,0,0.583,1
txn_006603,643.26,UPI,expired_card,Axis,11,2,0,0,0.736,1
txn_006604,250.21,UPI,wrong_otp,Axis,4,2,0,0,0.816,1
txn_006605,210.92,UPI,bank_server_down,Axis,18,6,1,0,0.839,0
txn_006606,172.91,UPI,insufficient_funds,Kotak,8,5,1,1,0.548,1
txn_006607,805.01,Debit Card,risk_flagged,ICICI,18,3,0,1,0.662,0
txn_006608,1108.66,Debit Card,bank_server_down,SBI,21,0,0,1,0.852,1
txn_006609,201.84,UPI,bank_server_down,Kotak,14,2,0,0,0.869,1
txn_006610,571.41,Debit Card,bank_server_down,IDFC,9,4,0,0,0.613,1
txn_006611,2565.17,Credit Card,insufficient_funds,ICICI,9,4,0,1,0.37,1
txn_006612,1399.95,UPI,bank_server_down,Axis,4,5,1,0,0.903,0
txn_006613,137.11,Debit Card,insufficient_funds,Yes Bank,15,3,0,2,0.527,0
txn_006614,869.79,Debit Card,network_timeout,ICICI,11,4,0,0,0.708,1
txn_006615,330.9,Debit Card,insufficient_funds,Axis,0,5,1,1,0.537,0
txn_006616,1417.39,UPI,insufficient_funds,Kotak,4,5,1,2,0.468,0
txn_006617,123.04,Credit Card,insufficient_funds,ICICI,23,1,0,1,0.965,0
txn_006618,1431.25,UPI,network_timeout,ICICI,5,1,0,0,0.916,0
txn_006619,1133.71,UPI,insufficient_funds,IDFC,5,0,0,0,0.799,0
txn_006620,3461.28,Credit Card,network_timeout,SBI,11,2,0,0,0.876,1
txn_006621,1310.98,UPI,insufficient_funds,SBI,15,3,0,0,0.564,0
txn_006622,2557.01,Debit Card,network_timeout,HDFC,19,0,0,1,0.64,0
txn_006623,3067.49,Debit Card,wrong_otp,SBI,4,2,0,0,0.763,0
txn_006624,830.23,Debit Card,insufficient_funds,Axis,10,6,1,1,0.639,0
txn_006625,1404.27,UPI,bank_server_down,Yes Bank,3,2,0,1,0.81,0
txn_006626,95.87,Wallet,risk_flagged,HDFC,3,1,0,1,0.479,0
txn_006627,2623.54,Debit Card,network_timeout,HDFC,17,3,0,3,0.546,1
txn_006628,348.57,Debit Card,bank_server_down,IDFC,14,1,0,0,0.735,0
txn_006629,1721.77,Credit Card,bank_server_down,Axis,19,6,1,0,0.626,0
txn_006630,687.51,Credit Card,card_declined,IDFC,12,1,0,2,0.762,1
txn_006631,242.18,UPI,bank_server_down,IDFC,5,0,0,1,0.745,0
txn_006632,342.01,Debit Card,insufficient_funds,ICICI,7,3,0,1,0.753,1
txn_006633,692.0,UPI,expired_card,HDFC,0,2,0,0,0.611,0
txn_006634,418.59,Credit Card,card_declined,ICICI,5,6,1,1,0.631,0
txn_006635,462.42,Credit Card,network_timeout,SBI,19,2,0,0,0.554,1
txn_006636,2804.77,Debit Card,network_timeout,IDFC,22,0,0,0,0.784,1
txn_006637,163.55,Debit Card,bank_server_down,SBI,17,6,1,0,0.822,0
txn_006638,756.93,Debit Card,insufficient_funds,Yes Bank,17,1,0,0,0.387,1
txn_006639,440.6,Netbanking,wrong_otp,ICICI,13,6,1,1,0.661,1
txn_006640,1183.62,Debit Card,insufficient_funds,ICICI,18,5,1,2,0.434,0
txn_006641,66.94,Debit Card,wrong_otp,IDFC,12,4,0,0,0.774,0
txn_006642,2082.3,Debit Card,network_timeout,Axis,11,6,1,2,0.562,1
txn_006643,669.11,Debit Card,card_declined,SBI,23,6,1,0,0.891,1
txn_006644,463.09,Credit Card,card_declined,IDFC,14,4,0,0,0.661,0
txn_006645,303.2,UPI,bank_server_down,Axis,10,6,1,1,0.822,1
txn_006646,998.68,Debit Card,bank_server_down,ICICI,10,6,1,0,0.457,1
txn_006647,4940.33,Credit Card,risk_flagged,ICICI,11,5,1,0,0.477,0
txn_006648,4067.44,Debit Card,insufficient_funds,Kotak,19,6,1,0,0.842,1
txn_006649,386.98,Debit Card,bank_server_down,IDFC,15,3,0,0,0.65,1
txn_006650,414.49,Credit Card,bank_server_down,Kotak,0,2,0,1,0.709,1
txn_006651,570.44,Credit Card,insufficient_funds,Kotak,22,5,1,2,0.755,1
txn_006652,683.33,UPI,bank_server_down,ICICI,17,2,0,2,0.537,1
txn_006653,193.09,Credit Card,bank_server_down,SBI,20,2,0,0,0.8,1
txn_006654,1397.5,UPI,insufficient_funds,HDFC,10,6,1,0,0.703,0
txn_006655,210.73,Wallet,expired_card,HDFC,10,3,0,2,0.8,0
txn_006656,1914.08,UPI,insufficient_funds,ICICI,10,6,1,0,0.862,0
txn_006657,126.19,UPI,insufficient_funds,ICICI,23,6,1,1,0.724,0
txn_006658,822.4,Netbanking,bank_server_down,HDFC,13,3,0,1,0.606,1
txn_006659,801.21,Credit Card,expired_card,Yes Bank,7,0,0,0,0.283,0
txn_006660,1355.27,UPI,insufficient_funds,ICICI,0,0,0,1,0.31,0
txn_006661,209.31,UPI,card_declined,ICICI,6,1,0,0,0.342,1
txn_006662,528.36,UPI,network_timeout,ICICI,3,1,0,3,0.439,1
txn_006663,242.31,UPI,insufficient_funds,HDFC,9,0,0,1,0.498,0
txn_006664,2713.9,UPI,insufficient_funds,ICICI,23,3,0,0,0.608,0
txn_006665,788.39,UPI,insufficient_funds,SBI,19,4,0,1,0.89,0
txn_006666,733.82,Netbanking,insufficient_funds,Yes Bank,0,0,0,1,0.569,0
txn_006667,1262.59,UPI,wrong_otp,SBI,12,1,0,1,0.916,0
txn_006668,558.75,Debit Card,bank_server_down,Axis,22,0,0,0,0.819,1
txn_006669,841.08,UPI,card_declined,Axis,19,3,0,0,0.845,0
txn_006670,538.04,Debit Card,expired_card,Yes Bank,3,2,0,1,0.841,0
txn_006671,244.85,Credit Card,insufficient_funds,ICICI,18,3,0,0,0.855,0
txn_006672,356.04,Credit Card,risk_flagged,IDFC,22,0,0,0,0.453,0
txn_006673,1550.07,Netbanking,card_declined,Axis,0,4,0,1,0.884,0
txn_006674,264.68,UPI,bank_server_down,SBI,13,1,0,2,0.648,1
txn_006675,786.25,UPI,card_declined,ICICI,18,3,0,0,0.839,1
txn_006676,447.26,UPI,insufficient_funds,Yes Bank,21,5,1,0,0.335,0
txn_006677,257.68,Credit Card,insufficient_funds,Yes Bank,3,5,1,0,0.901,0
txn_006678,72.99,Credit Card,wrong_otp,Axis,4,3,0,0,0.435,0
txn_006679,1380.47,Netbanking,insufficient_funds,Yes Bank,11,5,1,1,0.822,0
txn_006680,34.49,Netbanking,risk_flagged,Yes Bank,20,0,0,0,0.756,0
txn_006681,315.74,UPI,bank_server_down,Yes Bank,19,1,0,1,0.803,1
txn_006682,217.31,Credit Card,bank_server_down,IDFC,17,6,1,0,0.738,0
txn_006683,2842.01,Debit Card,network_timeout,Kotak,18,5,1,1,0.659,1
txn_006684,238.89,UPI,wrong_otp,ICICI,11,5,1,1,0.946,1
txn_006685,2609.16,Debit Card,card_declined,HDFC,21,3,0,1,0.776,0
txn_006686,10263.03,Netbanking,network_timeout,SBI,1,5,1,1,0.704,0
txn_006687,411.72,UPI,bank_server_down,IDFC,21,1,0,1,0.509,1
txn_006688,208.67,Netbanking,network_timeout,IDFC,23,3,0,0,0.831,0
txn_006689,458.69,Debit Card,insufficient_funds,HDFC,3,0,0,0,0.767,0
txn_006690,1019.98,Debit Card,risk_flagged,IDFC,6,2,0,1,0.72,0
txn_006691,8606.11,Credit Card,network_timeout,ICICI,8,4,0,0,0.664,1
txn_006692,899.17,UPI,bank_server_down,IDFC,21,3,0,0,0.931,1
txn_006693,1222.38,UPI,card_declined,Yes Bank,3,2,0,0,0.312,0
txn_006694,80.92,UPI,insufficient_funds,HDFC,20,4,0,1,0.44,0
txn_006695,704.24,UPI,risk_flagged,Kotak,7,3,0,2,0.835,0
txn_006696,590.74,Netbanking,network_timeout,ICICI,5,5,1,0,0.874,1
txn_006697,599.98,UPI,insufficient_funds,SBI,10,5,1,0,0.545,0
txn_006698,588.81,Netbanking,network_timeout,Kotak,2,3,0,1,0.518,0
txn_006699,380.77,Debit Card,network_timeout,Kotak,18,0,0,0,0.923,0
txn_006700,662.21,UPI,card_declined,Kotak,1,5,1,2,0.834,0
txn_006701,2093.33,Netbanking,card_declined,Axis,1,1,0,0,0.528,0
txn_006702,387.48,UPI,insufficient_funds,ICICI,12,0,0,1,0.823,0
txn_006703,1727.27,Credit Card,network_timeout,Yes Bank,19,2,0,0,0.652,0
txn_006704,977.35,Debit Card,risk_flagged,HDFC,2,3,0,2,0.69,0
txn_006705,859.33,Credit Card,bank_server_down,ICICI,9,6,1,1,0.683,0
txn_006706,605.05,UPI,card_declined,SBI,21,5,1,1,0.754,1
txn_006707,848.62,Wallet,insufficient_funds,ICICI,22,2,0,0,0.516,0
txn_006708,927.32,Debit Card,network_timeout,Kotak,20,6,1,0,0.898,1
txn_006709,945.03,Credit Card,wrong_otp,Axis,20,3,0,1,0.861,0
txn_006710,810.77,UPI,wrong_otp,IDFC,7,3,0,0,0.926,0
txn_006711,1199.54,UPI,network_timeout,SBI,22,5,1,1,0.907,0
txn_006712,340.64,UPI,network_timeout,HDFC,10,3,0,1,0.778,0
txn_006713,941.31,Credit Card,insufficient_funds,Kotak,15,1,0,1,0.871,0
txn_006714,859.51,UPI,insufficient_funds,SBI,17,1,0,0,0.563,1
txn_006715,1791.75,UPI,expired_card,IDFC,5,5,1,0,0.608,0
txn_006716,876.16,UPI,insufficient_funds,Axis,17,0,0,0,0.447,1
txn_006717,407.44,UPI,insufficient_funds,IDFC,0,1,0,0,0.618,0
txn_006718,723.51,Credit Card,insufficient_funds,HDFC,13,0,0,1,0.947,1
txn_006719,1327.04,Debit Card,network_timeout,SBI,9,5,1,2,0.883,0
txn_006720,1096.63,Credit Card,wrong_otp,Yes Bank,0,2,0,1,0.375,1
txn_006721,807.87,Debit Card,bank_server_down,SBI,10,1,0,1,0.545,1
txn_006722,247.7,Debit Card,card_declined,IDFC,0,2,0,1,0.813,1
txn_006723,1037.76,Netbanking,card_declined,HDFC,15,0,0,1,0.87,1
txn_006724,387.95,Netbanking,insufficient_funds,Axis,10,0,0,0,0.461,0
txn_006725,461.4,UPI,expired_card,SBI,8,6,1,0,0.854,0
txn_006726,898.11,Wallet,insufficient_funds,IDFC,7,6,1,1,0.566,1
txn_006727,195.43,Debit Card,insufficient_funds,Kotak,1,6,1,0,0.685,1
txn_006728,129.01,Credit Card,card_declined,HDFC,5,3,0,3,0.781,0
txn_006729,170.95,UPI,bank_server_down,Axis,5,5,1,1,0.941,1
txn_006730,65.94,Wallet,insufficient_funds,Axis,9,1,0,1,0.805,0
txn_006731,1015.63,Credit Card,card_declined,Kotak,23,0,0,0,0.604,1
txn_006732,483.52,Netbanking,network_timeout,Kotak,21,5,1,1,0.765,1
txn_006733,489.61,Credit Card,card_declined,Axis,4,4,0,1,0.911,1
txn_006734,299.88,UPI,insufficient_funds,SBI,14,6,1,0,0.626,0
txn_006735,1349.98,Wallet,risk_flagged,Kotak,9,3,0,0,0.73,0
txn_006736,802.2,Credit Card,card_declined,Axis,2,1,0,0,0.431,0
txn_006737,508.51,Netbanking,insufficient_funds,Kotak,0,4,0,0,0.926,0
txn_006738,632.11,UPI,insufficient_funds,Yes Bank,0,4,0,0,0.841,1
txn_006739,209.73,Credit Card,bank_server_down,HDFC,2,2,0,0,0.44,0
txn_006740,3391.2,Debit Card,network_timeout,HDFC,12,5,1,0,0.807,0
txn_006741,1010.46,Credit Card,card_declined,Kotak,9,1,0,1,0.882,1
txn_006742,155.95,Credit Card,bank_server_down,Axis,23,3,0,0,0.509,1
txn_006743,520.25,UPI,network_timeout,Kotak,20,4,0,2,0.788,1
txn_006744,285.49,Credit Card,network_timeout,ICICI,8,0,0,0,0.725,1
txn_006745,292.16,Credit Card,insufficient_funds,Yes Bank,16,1,0,1,0.751,0
txn_006746,5092.08,UPI,insufficient_funds,Kotak,21,1,0,1,0.541,0
txn_006747,465.35,Debit Card,risk_flagged,HDFC,15,0,0,0,0.731,0
txn_006748,245.46,UPI,network_timeout,Kotak,10,1,0,1,0.647,1
txn_006749,213.39,Debit Card,bank_server_down,Kotak,10,3,0,0,0.58,0
txn_006750,367.55,UPI,risk_flagged,IDFC,3,0,0,0,0.81,0
txn_006751,1157.01,Netbanking,bank_server_down,IDFC,3,6,1,1,0.925,1
txn_006752,510.87,Netbanking,bank_server_down,ICICI,11,4,0,0,0.962,1
txn_006753,1688.43,Credit Card,network_timeout,HDFC,0,6,1,3,0.566,1
txn_006754,191.31,UPI,card_declined,Kotak,23,0,0,1,0.603,0
txn_006755,1276.01,Credit Card,bank_server_down,SBI,1,3,0,0,0.689,1
txn_006756,1074.63,Credit Card,network_timeout,Axis,15,0,0,0,0.865,1
txn_006757,173.5,Credit Card,insufficient_funds,SBI,22,3,0,0,0.502,0
txn_006758,167.42,UPI,wrong_otp,IDFC,6,0,0,3,0.631,0
txn_006759,811.21,Credit Card,insufficient_funds,IDFC,8,1,0,1,0.9,0
txn_006760,417.07,UPI,insufficient_funds,Kotak,14,6,1,1,0.885,0
txn_006761,3349.57,UPI,insufficient_funds,SBI,14,3,0,0,0.834,1
txn_006762,767.36,Debit Card,network_timeout,HDFC,15,2,0,0,0.968,0
txn_006763,887.52,UPI,network_timeout,Kotak,1,3,0,0,0.896,1
txn_006764,1699.27,UPI,network_timeout,Yes Bank,5,2,0,0,0.766,1
txn_006765,3513.27,UPI,insufficient_funds,ICICI,1,6,1,2,0.762,0
txn_006766,613.75,Debit Card,insufficient_funds,SBI,9,5,1,0,0.933,0
txn_006767,3653.09,Debit Card,network_timeout,Axis,19,0,0,1,0.945,1
txn_006768,424.16,Credit Card,insufficient_funds,SBI,22,4,0,1,0.894,1
txn_006769,405.66,Wallet,card_declined,HDFC,22,1,0,0,0.886,1
txn_006770,443.84,Debit Card,insufficient_funds,Axis,3,1,0,0,0.928,1
txn_006771,2503.25,Debit Card,insufficient_funds,HDFC,0,3,0,1,0.501,0
txn_006772,360.9,Debit Card,network_timeout,SBI,14,5,1,0,0.798,1
txn_006773,419.7,UPI,insufficient_funds,ICICI,4,5,1,1,0.692,0
txn_006774,1099.27,UPI,bank_server_down,ICICI,19,1,0,1,0.486,1
txn_006775,3006.07,Credit Card,network_timeout,SBI,19,1,0,1,0.479,0
txn_006776,5817.17,Netbanking,wrong_otp,Yes Bank,19,4,0,0,0.894,0
txn_006777,382.1,Credit Card,card_declined,Yes Bank,11,4,0,1,0.743,0
txn_006778,925.75,UPI,insufficient_funds,ICICI,20,1,0,1,0.313,0
txn_006779,3575.76,Debit Card,card_declined,ICICI,21,5,1,0,0.483,1
txn_006780,2276.08,Debit Card,bank_server_down,Axis,10,2,0,0,0.608,1
txn_006781,4911.24,UPI,wrong_otp,ICICI,13,3,0,0,0.454,0
txn_006782,1508.33,Wallet,expired_card,SBI,19,3,0,1,0.76,1
txn_006783,237.49,UPI,insufficient_funds,Yes Bank,14,4,0,1,0.79,1
txn_006784,885.52,Credit Card,network_timeout,SBI,22,0,0,0,0.353,0
txn_006785,502.1,UPI,insufficient_funds,Kotak,7,3,0,0,0.948,0
txn_006786,2522.34,Debit Card,wrong_otp,Kotak,15,5,1,1,0.479,0
txn_006787,325.71,Netbanking,expired_card,SBI,0,1,0,1,0.689,0
txn_006788,684.57,Netbanking,insufficient_funds,Kotak,2,6,1,0,0.887,0
txn_006789,158.6,UPI,network_timeout,IDFC,5,4,0,0,0.621,1
txn_006790,2195.93,Debit Card,bank_server_down,Axis,20,3,0,1,0.616,1
txn_006791,206.47,Credit Card,insufficient_funds,SBI,15,3,0,0,0.472,0
txn_006792,1811.61,Debit Card,card_declined,IDFC,7,2,0,0,0.868,0
txn_006793,7218.29,UPI,insufficient_funds,HDFC,12,0,0,1,0.675,1
txn_006794,570.01,UPI,card_declined,IDFC,14,4,0,1,0.504,1
txn_006795,809.63,Netbanking,bank_server_down,Kotak,17,4,0,2,0.465,1
txn_006796,505.35,UPI,card_declined,Yes Bank,19,5,1,0,0.909,0
txn_006797,822.74,UPI,network_timeout,HDFC,8,2,0,3,0.763,0
txn_006798,518.39,UPI,bank_server_down,HDFC,17,3,0,0,0.572,1
txn_006799,280.07,UPI,wrong_otp,ICICI,1,0,0,1,0.806,1
txn_006800,1781.26,UPI,network_timeout,Axis,23,2,0,1,0.798,0
txn_006801,488.31,Debit Card,insufficient_funds,IDFC,12,4,0,2,0.646,0
txn_006802,520.01,Netbanking,bank_server_down,Kotak,6,6,1,2,0.745,1
txn_006803,835.39,UPI,card_declined,Yes Bank,23,0,0,1,0.657,1
txn_006804,1030.23,Netbanking,insufficient_funds,Kotak,0,1,0,1,0.733,1
txn_006805,372.2,Debit Card,wrong_otp,Yes Bank,23,1,0,2,0.738,1
txn_006806,280.93,Debit Card,network_timeout,Kotak,7,5,1,0,0.697,0
txn_006807,152.03,Netbanking,network_timeout,IDFC,10,6,1,0,0.708,1
txn_006808,1777.5,UPI,wrong_otp,Axis,10,1,0,0,0.71,1
txn_006809,365.22,Credit Card,insufficient_funds,Kotak,19,3,0,0,0.734,0
txn_006810,215.51,Wallet,insufficient_funds,Axis,1,2,0,2,0.898,0
txn_006811,83.39,UPI,bank_server_down,Kotak,17,2,0,2,0.92,1
txn_006812,965.39,Credit Card,network_timeout,Kotak,0,2,0,0,0.268,1
txn_006813,370.64,Credit Card,network_timeout,Axis,15,5,1,1,0.695,0
txn_006814,177.87,UPI,insufficient_funds,HDFC,10,3,0,1,0.522,0
txn_006815,128.02,Debit Card,insufficient_funds,ICICI,17,5,1,0,0.75,0
txn_006816,297.11,UPI,insufficient_funds,Axis,17,1,0,2,0.9,0
